Date,Price,Open,High,Low,Vol.,Change %,Year,Month,MA7,MA30,Daily_Return
2014-06-23,41577.47,41129.29,41582.14,41121.57,0.0,1.09,2014,6,41292.735714285714,40519.320666666674,1.0897348773756699
2014-06-24,41740.52,41577.49,41793.98,41577.49,0.0,0.39,2014,6,41324.65285714286,40625.31500000001,0.392159503692735
2014-06-25,41987.55,41740.54,41987.57,41545.97,0.0,0.59,2014,6,41401.51571428571,40726.399333333335,0.5918230055591112
2014-06-26,41729.59,41987.12,41987.12,41685.53,0.0,-0.61,2014,6,41486.4,40812.753000000004,-0.6143725937807876
2014-06-27,42187.62,41729.61,42265.75,41638.77,0.0,1.1,2014,6,41631.56428571429,40920.425,1.0976144265975485
2014-06-30,42482.48,42187.64,42482.49,41984.8,0.0,0.7,2014,6,41833.5,41035.771,0.6989254193528804
2014-07-01,42611.3,42482.49,42649.56,42443.33,0.0,0.3,2014,7,42045.218571428566,41155.90099999999,0.3032308848259335
2014-07-02,42609.75,42611.32,42735.16,42567.38,0.0,0.0,2014,7,42192.68714285714,41270.80966666666,-0.0036375327671311908
2014-07-03,42686.86,42609.47,42704.17,42370.25,0.0,0.18,2014,7,42327.87857142858,41390.27933333334,0.18096797094562245
2014-07-04,43031.81,42686.58,43046.58,42624.48,0.0,0.81,2014,7,42477.05857142858,41506.24,0.8080941067110547
2014-07-07,42758.02,43031.83,43113.09,42758.04,0.0,-0.64,2014,7,42623.97714285715,41603.77966666667,-0.6362502530105063
2014-07-08,42861.78,42758.04,42946.37,42071.19,0.0,0.24,2014,7,42720.28571428572,41707.32333333334,0.24266792522198433
2014-07-09,43039.42,42861.8,43067.76,42758.96,0.0,0.41,2014,7,42799.84857142857,41806.596000000005,0.4144484900067136
2014-07-10,43004.38,43039.45,43141.53,42710.88,0.0,-0.08,2014,7,42856.00285714285,41897.183333333334,-0.08141373652340578
2014-07-11,42832.82,43005.19,43075.85,42755.06,0.0,-0.4,2014,7,42887.869999999995,41942.464,-0.39893610836848614
2014-07-14,42930.6,42832.85,42947.6,42709.49,0.0,0.23,2014,7,42922.69,41990.10400000001,0.22828289148366654
2014-07-15,42971.56,42930.63,43001.51,42907.61,0.0,0.1,2014,7,42914.08285714286,42042.566666666666,0.09540980093452056
2014-07-16,43030.27,42971.59,43255.04,42954.63,0.0,0.14,2014,7,42952.975714285705,42089.32833333333,0.13662524702384715
2014-07-17,42918.55,43030.3,43030.3,42862.4,0.0,-0.26,2014,7,42961.08571428571,42134.277,-0.25963118520984096
2014-07-18,42891.82,42918.55,42944.42,42833.57,0.0,-0.06,2014,7,42940.0,42179.700666666664,-0.062280762048116944
2014-07-21,42784.3,42891.85,42937.93,42768.29,0.0,-0.25,2014,7,42908.56,42217.759,-0.250677168746849
2014-07-22,42664.95,42784.33,42876.98,42650.33,0.0,-0.28,2014,7,42884.57857142857,42255.87666666667,-0.278957468043195
2014-07-23,42544.33,42664.98,42728.03,42533.96,0.0,-0.28,2014,7,42829.397142857146,42285.936,-0.2827144998411968
2014-07-24,42529.74,0.0,42891.82,42529.74,0.0,-0.03,2014,7,42766.280000000006,42329.305666666674,-0.03429364147937708
2014-07-25,42285.82,42529.77,42543.61,42112.37,0.0,-0.57,2014,7,42659.93,42354.92966666666,-0.5735280770585383
2014-07-30,42368.99,42285.85,42527.89,41858.73,0.0,0.2,2014,7,42581.42142857143,42385.579,0.19668531909751152
2014-07-31,42097.49,42369.02,42466.05,42039.06,0.0,-0.64,2014,7,42467.94571428571,42417.64866666667,-0.6407988484030458
2014-08-01,41934.4,42097.49,42107.39,41886.66,0.0,-0.39,2014,8,42346.53142857143,42443.07966666667,-0.3874102707786098
2014-08-04,41801.51,41934.43,41992.02,41704.38,0.0,-0.32,2014,8,42223.182857142856,42467.498999999996,-0.31689972910069475
2014-08-05,42292.93,41801.54,42373.72,41780.07,0.0,1.18,2014,8,42187.26857142857,42506.28766666666,1.1756034650422853
2014-08-06,42339.84,42292.95,42444.17,42238.39,0.0,0.11,2014,8,42160.14,42531.7,0.11091688374391673
2014-08-07,42612.33,42339.86,42615.04,42314.79,0.0,0.64,2014,8,42206.78428571428,42560.760333333325,0.643578246871046
2014-08-08,42598.46,42612.35,42674.99,42579.26,0.0,-0.03,2014,8,42239.565714285716,42581.123999999996,-0.0325492644969283
2014-08-11,42012.73,42598.47,42598.47,42007.5,0.0,-1.38,2014,8,42227.45714285714,42590.562000000005,-1.3750027583156688
2014-08-12,42092.73,42012.81,42168.36,42012.69,0.0,0.19,2014,8,42250.07571428572,42587.399,0.19041847554299718
2014-08-13,41863.6,42092.75,42111.9,41863.6,0.0,-0.54,2014,8,42258.94571428571,42566.76966666666,-0.5443457813261499
2014-08-14,41551.71,41753.21,41757.6,41545.85,0.0,-0.75,2014,8,42153.05714285715,42531.45,-0.7450147622278025
2014-08-15,41380.05,41750.41,41784.29,41388.66,0.0,-0.41,2014,8,42015.944285714286,42490.46,-0.4131237920172115
2014-08-18,41341.08,41379.49,41532.04,41303.67,0.0,-0.09,2014,8,41834.33714285714,42445.600666666665,-0.09417581660727814
2014-08-19,41812.14,41370.65,41728.38,41370.43,0.0,1.14,2014,8,41722.00571428571,42404.94499999999,1.1394477357630661
2014-08-20,41789.56,41812.17,41844.7,41569.93,0.0,-0.05,2014,8,41690.124285714286,42372.66299999999,-0.054003454499107484
2014-08-21,41767.33,41789.58,41790.58,41441.62,0.0,-0.05,2014,8,41643.63857142858,42336.181333333334,-0.053195104231762436
2014-08-22,41564.19,41767.35,41767.35,41538.7,0.0,-0.49,2014,8,41600.86571428571,42287.007,-0.486360990755208
2014-08-25,41339.48,41564.21,41564.21,41311.73,0.0,-0.54,2014,8,41570.54714285715,42231.51033333333,-0.5406336560390024
2014-08-26,41235.25,41339.5,41392.99,41107.06,0.0,-0.25,2014,8,41549.861428571436,42178.258,-0.2521318603910916
2014-08-27,41121.12,41235.27,41407.01,41025.86,0.0,-0.28,2014,8,41518.438571428575,42117.942,-0.27677775689488593
2014-08-28,41359.87,41121.14,41362.03,41004.25,0.0,0.58,2014,8,41453.82857142857,42064.219000000005,0.5806018902208887
2014-08-29,41532.33,41359.89,41595.29,41359.81,0.0,0.42,2014,8,41417.08142857143,42014.28766666667,0.41697423130198086
2014-09-01,41398.05,41532.33,41557.57,41375.4,0.0,-0.32,2014,9,41364.327142857146,41963.60433333334,-0.32331439146322527
2014-09-02,41264.65,41398.05,41474.27,41034.21,0.0,-0.32,2014,9,41321.53571428572,41909.365333333335,-0.3222374000707795
2014-09-03,41207.79,41264.65,41371.94,41173.91,0.0,-0.14,2014,9,41302.72285714286,41856.814999999995,-0.13779348667685154
2014-09-04,41017.49,41207.79,41214.16,40961.71,0.0,-0.46,2014,9,41271.614285714284,41801.899666666664,-0.46180588670249323
2014-09-05,41160.62,41017.49,41163.27,40902.1,0.0,0.35,2014,9,41277.25714285715,41755.77599999999,0.348948704564811
2014-09-08,41214.81,41160.62,41248.49,41146.94,0.0,0.13,2014,9,41256.53428571428,41711.94499999999,0.13165496535278987
2014-09-09,40868.02,41214.82,41224.07,40798.92,0.0,-0.84,2014,9,41161.63285714285,41664.685000000005,-0.8414208387713118
2014-09-10,40885.4,40868.02,40924.76,40815.26,0.0,0.04,2014,9,41088.397142857146,41615.232,0.042527139802728264
2014-09-11,40757.2,40885.4,40885.84,40658.06,0.0,-0.31,2014,9,41015.90428571428,41570.555666666674,-0.3135593634891798
2014-09-12,40672.94,40757.2,40824.97,40613.9,0.0,-0.21,2014,9,40939.49714285714,41528.507,-0.20673647846268794
2014-09-15,40769.0,40672.94,40933.12,40620.42,0.0,0.24,2014,9,40903.99857142857,41494.09,0.23617668159714444
2014-09-16,40648.15,40769.0,40771.47,40379.2,0.0,-0.3,2014,9,40830.78857142857,41439.263999999996,-0.2964262061860734
2014-09-17,40729.49,40648.16,41118.89,40517.47,0.0,0.2,2014,9,40761.45714285714,41385.58566666666,0.20010750796775056
2014-09-18,40683.45,40729.49,40745.5,40576.93,0.0,-0.11,2014,9,40735.090000000004,41321.28966666667,-0.11303848881977219
2014-09-19,41049.27,40683.45,41049.27,40612.76,0.0,0.9,2014,9,40758.5,41269.65000000001,0.8991862784498261
2014-09-22,40984.12,41049.27,41082.68,40703.86,0.0,-0.16,2014,9,40790.91714285714,41235.363,-0.1587117139963623
2014-09-23,40537.2,40984.11,41048.81,40498.45,0.0,-1.09,2014,9,40771.525714285715,41183.511999999995,-1.0904711385775867
2014-09-24,40809.32,40537.2,40809.32,40339.14,0.0,0.67,2014,9,40777.28571428572,41148.369333333336,0.6712846471882639
2014-09-25,40780.0,40809.32,40836.6,40345.73,0.0,-0.07,2014,9,40796.12142857142,41122.64566666667,-0.07184633314154532
2014-09-26,40819.72,40780.0,40864.53,40575.57,0.0,0.1,2014,9,40809.01142857143,41103.968,0.09740068661108214
2014-09-29,41105.38,40819.72,41140.21,40781.88,0.0,0.7,2014,9,40869.287142857145,41096.111333333334,0.6998088178948647
2014-09-30,41210.1,41105.38,41214.53,40769.9,0.0,0.25,2014,9,40892.26285714286,41076.043333333335,0.2547598392229844
2014-10-02,41135.56,41210.1,41272.9,41109.71,0.0,-0.18,2014,10,40913.897142857146,41054.24333333333,-0.1808779886484202
2014-10-03,41103.94,41135.56,41138.56,40730.33,0.0,-0.08,2014,10,40994.86,41032.13033333333,-0.0768678000250711
2014-10-08,40995.02,41103.75,41216.9,40854.06,0.0,-0.26,2014,10,41021.388571428564,41013.158,-0.2649867628261582
2014-10-09,40572.25,40995.02,41067.33,40560.89,0.0,-1.03,2014,10,40991.71,40987.583666666666,-1.031271603233752
2014-10-10,40444.39,40572.25,40578.86,40301.02,0.0,-0.32,2014,10,40938.09142857143,40961.221666666665,-0.31514150681808406
2014-10-13,40051.29,40444.39,40459.32,40051.29,0.0,-0.97,2014,10,40787.50714285714,40925.560666666664,-0.9719518578472752
2014-10-14,39681.71,40051.29,40051.94,39286.8,0.0,-0.92,2014,10,40569.16571428572,40869.622,-0.9227667822934049
2014-10-15,39278.47,39681.71,39682.38,39258.9,0.0,-1.02,2014,10,40303.86714285715,40794.49333333333,-1.0161860464178551
2014-10-16,38490.67,39278.47,39278.47,37838.92,0.0,-2.01,2014,10,39930.54285714286,40697.58066666666,-2.005678938105282
2014-10-17,38197.73,38490.67,38616.33,37790.92,0.0,-0.76,2014,10,39530.93,40595.35,-0.7610675522145893
2014-10-20,38662.65,38197.73,38888.83,38197.73,0.0,1.22,2014,10,39258.13,40510.511999999995,1.2171403902797362
2014-10-21,38776.67,38662.65,38848.33,38662.65,0.0,0.29,2014,10,39019.88428571429,40435.818,0.2949099453865678
2014-10-22,39113.62,38776.67,38994.26,38683.32,0.0,0.87,2014,10,38885.93142857143,40367.58466666666,0.8689503250279174
2014-10-23,38979.3,38994.16,38994.16,38755.9,0.0,-0.34,2014,10,38785.58714285714,40293.06766666667,-0.34340978922431376
2014-10-24,38967.72,38979.3,39152.1,38692.48,0.0,-0.03,2014,10,38741.194285714286,40229.72433333333,-0.029708075824863567
2014-10-27,38724.15,38967.72,38984.37,38485.03,0.0,-0.63,2014,10,38774.548571428575,40157.68266666667,-0.6250558154287655
2014-10-28,38286.56,38724.15,38746.46,38199.43,0.0,-1.13,2014,10,38787.23857142858,40075.327999999994,-1.1300183477235826
2014-10-29,38148.18,38286.56,38299.25,38015.72,0.0,-0.36,2014,10,38713.74285714286,39991.16933333334,-0.3614323146294618
2014-10-30,37979.99,38148.18,38153.36,37810.67,0.0,-0.44,2014,10,38599.93142857143,39898.202333333335,-0.4408860396485581
2014-10-31,37550.24,37979.99,37983.19,37255.85,0.0,-1.13,2014,10,38376.59142857143,39794.93866666667,-1.131516885602124
2014-11-03,37343.85,37550.24,37575.07,36842.87,0.0,-0.55,2014,11,38142.955714285716,39682.084,-0.549636966368261
2014-11-04,36744.46,37343.85,37365.05,36744.46,0.0,-1.61,2014,11,37825.34714285714,39550.78433333333,-1.6050567898060808
2014-11-05,35958.38,36744.46,36737.33,35872.17,0.0,-2.14,2014,11,37430.23714285714,39381.087999999996,-2.139315695481714
2014-11-06,34494.93,35958.38,35958.38,34332.15,0.0,-4.07,2014,11,36888.57571428571,39164.78166666666,-4.069844080851248
2014-11-07,33225.75,34304.46,34304.46,33063.84,0.0,-3.68,2014,11,36185.37142857143,38921.066666666666,-3.6793233092515365
2014-11-10,33224.84,33225.75,33234.28,32647.38,0.0,0.0,2014,11,35506.06428571428,38668.25066666667,-0.0027388396048322328
2014-11-11,33670.75,33234.28,33683.59,33109.07,0.0,1.34,2014,11,34951.85142857143,38431.27566666667,1.3420982614212873
2014-11-12,33967.48,33670.75,34125.36,33232.1,0.0,0.88,2014,11,34469.51285714285,38202.867666666665,0.8812693509945735
2014-11-13,34515.47,33967.48,34515.47,33581.92,0.0,1.61,2014,11,34151.08571428571,37983.204,1.6132783474075651
2014-11-14,35381.02,34515.47,35381.02,34311.58,0.0,2.51,2014,11,34068.60571428571,37788.901333333335,2.5077161052710517
2014-11-17,35488.8,35396.22,36102.33,35393.73,0.0,0.3,2014,11,34210.58714285714,37600.676,0.30462660488590476
2014-11-18,34896.5,35488.8,35500.07,34825.39,0.0,-1.67,2014,11,34449.26571428571,37393.761333333336,-1.6689772547958892
2014-11-19,34145.79,34902.59,34918.69,34145.79,0.0,-2.15,2014,11,34580.83,37165.45366666667,-2.1512472597538412
2014-11-20,33428.76,33665.58,33701.23,32854.72,0.0,-2.1,2014,11,34546.26,36927.33733333334,-2.099907484934449
2014-11-21,33926.18,33428.76,33926.18,33114.15,0.0,1.49,2014,11,34540.36,36710.06366666666,1.4880001531615283
2014-11-24,33875.26,34235.87,34305.88,33773.88,0.0,-0.15,2014,11,34448.90142857143,36504.196,-0.15009057901596012
2014-11-25,34115.84,33875.26,34115.84,33707.16,0.0,0.71,2014,11,34268.16142857143,36318.666999999994,0.710193811058546
2014-11-26,34583.29,34115.84,34712.9,34115.84,0.0,1.37,2014,11,34138.80285714286,36162.16099999999,1.37018464150378
2014-11-27,34705.48,34583.29,35006.34,34581.26,0.0,0.35,2014,11,34111.514285714286,36035.988,0.35332092464308573
2014-11-28,34543.05,34705.48,34809.76,34172.24,0.0,-0.47,2014,11,34168.26571428571,35914.16533333333,-0.4680240699739602
2014-12-01,33914.25,34555.39,34555.39,33889.88,0.0,-1.82,2014,12,34237.62142857143,35755.88533333333,-1.820337231367819
2014-12-02,33550.73,33914.25,33949.44,33307.02,0.0,-1.07,2014,12,34183.985714285714,35581.687333333335,-1.0718798145322284
2014-12-03,33255.67,33550.73,33690.7,33204.57,0.0,-0.88,2014,12,34095.47285714286,35386.42233333333,-0.8794443518814754
2014-12-04,33175.78,33255.67,33435.7,33129.07,0.0,-0.24,2014,12,33961.17857142857,35192.971666666665,-0.24022971120413183
2014-12-05,33228.29,33175.78,33333.19,32828.1,0.0,0.16,2014,12,33767.607142857145,35001.65733333333,0.15827811734947517
2014-12-08,33075.8,33228.29,33228.29,32824.37,0.0,-0.46,2014,12,33534.79571428571,34813.379,-0.4589161825661159
2014-12-09,32932.49,33075.8,33129.7,32556.25,0.0,-0.43,2014,12,33304.71571428572,34634.909999999996,-0.43327750198031145
2014-12-10,32203.62,32932.41,32936.61,32150.7,0.0,-2.21,2014,12,33060.340000000004,34436.758,-2.213224690875182
2014-12-11,31062.03,32203.62,32220.81,30993.29,0.0,-3.54,2014,12,32704.811428571433,34206.15933333334,-3.544912031628744
2014-12-12,30763.38,31062.03,31089.22,30208.32,0.0,-0.96,2014,12,32348.77,33979.93066666667,-0.9614632398461942
2014-12-15,30492.3,30763.38,30772.59,30091.76,0.0,-0.88,2014,12,31965.415714285715,33751.545666666665,-0.8811775559122603
2014-12-16,29789.59,30492.3,30538.2,29770.25,0.0,-2.3,2014,12,31474.172857142858,33519.71666666667,-2.3045490172928895
2014-12-17,28961.67,29789.59,29791.45,28849.14,0.0,-2.78,2014,12,30886.440000000002,33286.493,-2.7792258973688533
2014-12-18,29311.25,28961.67,29311.25,28414.5,0.0,1.21,2014,12,30369.120000000003,33113.70366666667,1.2070436545958962
2014-12-19,30306.51,29311.25,30306.51,29311.25,0.0,3.4,2014,12,30098.104285714282,33016.39566666667,3.395488080515152
2014-12-22,31371.93,30306.51,31586.33,30304.87,0.0,3.52,2014,12,30142.37571428571,32954.632,3.515482317165519
2014-12-23,32786.0,31371.93,32803.65,31370.41,0.0,4.51,2014,12,30431.321428571428,32925.14033333333,4.507437062367536
2014-12-24,34428.82,32786.0,34428.82,32786.0,0.0,5.01,2014,12,30993.681428571428,32940.51833333333,5.010736289879825
2014-12-29,34663.92,34428.82,35134.06,34421.54,0.0,0.68,2014,12,31690.014285714286,32945.46666666667,0.6828581403603096
2014-12-30,34684.32,34664.4,35144.37,34243.72,0.0,0.06,2014,12,32507.535714285714,32922.24333333333,0.058850816641631276
2014-12-31,34657.15,34684.32,35340.92,34149.8,0.0,-0.08,2014,12,33271.235714285714,32894.52166666666,-0.07833510935200128
2015-01-05,33943.29,34657.15,34657.26,33805.43,0.0,-2.06,2015,1,33790.775714285715,32862.748,-2.0597769868555327
2015-01-06,32522.31,33943.29,33994.43,32507.38,0.0,-4.19,2015,1,33955.11571428572,32808.632000000005,-4.186335502539674
2015-01-07,31167.54,32522.31,32522.31,31148.78,0.0,-4.17,2015,1,33723.90714285714,32733.257999999998,-4.165663509141881
2015-01-08,30420.54,31167.54,31167.54,30418.91,0.0,-2.4,2015,1,33151.29571428571,32616.403333333332,-2.3967242843034753
2015-01-09,30143.02,30420.54,30704.34,30080.84,0.0,-0.91,2015,1,32505.452857142856,32491.995333333332,-0.9122783487735653
2015-01-12,30234.72,30160.3,30234.72,29353.54,0.0,0.3,2015,1,31869.795714285716,32362.624666666667,0.3042163658452335
2015-01-13,29889.86,30218.82,30221.78,29445.0,0.0,-1.14,2015,1,31188.754285714287,32206.177,-1.1406092068985574
2015-01-14,28740.61,29889.86,29937.53,28699.71,0.0,-3.84,2015,1,30445.514285714282,32007.347999999998,-3.8449494243198212
2015-01-15,28811.39,28740.61,29123.27,28726.61,0.0,0.25,2015,1,29915.382857142857,31816.292666666668,0.24627173883922104
2015-01-16,29032.29,28811.39,29364.93,28811.39,0.0,0.77,2015,1,29610.347142857147,31653.560666666668,0.76671066546945
2015-01-19,29773.4,29034.89,29847.55,29034.89,0.0,2.55,2015,1,29517.898571428574,31527.649666666668,2.5527094142418605
2015-01-20,29819.39,29773.4,30139.82,29743.63,0.0,0.15,2015,1,29471.66571428572,31413.107000000004,0.15446673876680084
2015-01-21,29759.04,29819.39,29905.8,29743.12,0.0,-0.2,2015,1,29403.711428571427,31299.215666666667,-0.20238509238451607
2015-01-22,29687.93,29759.04,29773.74,29601.78,0.0,-0.24,2015,1,29374.864285714284,31181.203666666665,-0.23895260062152257
2015-01-23,29812.05,29687.93,29812.05,29687.93,0.0,0.42,2015,1,29527.927142857145,31072.412,0.41808236545963773
2015-01-26,29779.17,29812.05,29856.82,29572.64,0.0,-0.11,2015,1,29666.181428571428,30967.301333333333,-0.11029097294550372
2015-01-27,29859.06,29779.17,29920.08,29738.46,0.0,0.27,2015,1,29784.291428571425,30889.14933333334,0.26827477058628535
2015-01-28,29907.66,29859.06,29988.46,29817.11,0.0,0.16,2015,1,29803.471428571425,30850.67033333333,0.1627646684121853
2015-01-29,29642.38,29907.66,29922.47,29590.92,0.0,-0.89,2015,1,29778.184285714284,30813.303666666667,-0.8869968429492614
2015-01-30,29562.07,29642.38,29660.45,29465.66,0.0,-0.27,2015,1,29750.045714285716,30782.296,-0.2709296621931201
2015-02-02,29882.28,29562.07,29884.28,29562.07,0.0,1.08,2015,2,29777.81,30785.38566666667,1.083178546021979
2015-02-03,30018.35,29882.28,30300.75,29771.53,0.0,0.46,2015,2,29807.28142857143,30820.608333333334,0.4553534736974507
2015-02-04,30617.96,30018.35,30668.44,30002.86,0.0,2.0,2015,2,29927.108571428573,30864.16533333333,1.9974782091620735
2015-02-05,30200.97,30617.96,30682.77,30151.34,0.0,-1.36,2015,2,29975.95285714286,30860.64733333333,-1.3619130732419715
2015-02-06,29985.08,30200.97,30264.86,29968.74,0.0,-0.71,2015,2,29987.01285714286,30814.419,-0.7148445894287536
2015-02-09,29360.55,29985.08,30055.86,29357.02,0.0,-2.08,2015,2,29946.75142857143,30700.237333333334,-2.0828025137835326
2015-02-10,29125.69,29360.55,29368.17,28965.68,0.0,-0.8,2015,2,29884.411428571428,30523.466333333334,-0.7999168952897651
2015-02-11,28721.27,29125.69,29127.44,28630.97,0.0,-1.39,2015,2,29718.552857142855,30325.378000000004,-1.3885336278728455
2015-02-12,27917.9,28721.27,28721.27,27905.55,0.0,-2.8,2015,2,29418.48857142857,30099.830666666665,-2.7971256145706613
2015-02-13,27585.26,27935.77,28038.5,27395.73,0.0,-1.19,2015,2,28985.245714285713,29864.101000000002,-1.1914936295351786
2015-02-16,27728.63,27585.26,27730.63,27423.51,0.0,0.52,2015,2,28632.054285714286,29656.945666666667,0.5197340898726477
2015-02-17,28452.6,27728.63,28575.12,27680.14,0.0,2.61,2015,2,28413.12857142857,29521.288666666664,2.610911538002414
2015-02-18,29177.58,28452.6,29227.81,28452.6,0.0,2.55,2015,2,28386.989999999998,29454.95666666667,2.548027245313267
2015-02-19,29282.04,29177.58,29426.16,29074.94,0.0,0.36,2015,2,28409.325714285715,29417.006666666664,0.35801461258953005
2015-02-20,29383.93,29282.04,29460.45,29036.52,0.0,0.35,2015,2,28503.99142857143,29391.703666666665,0.3479607295120202
2015-02-23,29793.13,29383.93,29854.38,29383.93,0.0,1.39,2015,2,28771.88142857143,29376.984,1.3925979268260003
2015-02-24,30145.6,29793.13,30171.43,29790.46,0.0,1.18,2015,2,29137.644285714287,29385.50866666667,1.1830579734321223
2015-02-25,30195.56,30167.54,30217.67,30050.76,0.0,0.17,2015,2,29490.062857142857,29434.007,0.16572899527627083
2015-02-26,30045.56,30195.56,30223.74,30019.95,0.0,-0.5,2015,2,29717.62857142857,29475.146,-0.4967617755723075
2015-02-27,30103.81,30045.56,30154.53,29906.91,0.0,0.19,2015,2,29849.947142857145,29510.863333333335,0.19387223935916076
2015-03-02,30267.18,30103.81,30267.18,30103.81,0.0,0.54,2015,3,29990.681428571428,29527.322666666663,0.5426887825826565
2015-03-03,30601.13,30267.18,30606.38,30267.18,0.0,1.1,2015,3,30164.567142857144,29553.380666666664,1.1033403177963752
2015-03-04,30614.93,30601.13,30741.34,30535.54,0.0,0.05,2015,3,30281.967142857146,29581.910333333337,0.04509637389207288
2015-03-05,30365.05,30614.93,30648.9,30301.47,0.0,-0.82,2015,3,30313.317142857144,29604.480999999996,-0.8162030747743021
2015-03-06,31049.37,30365.05,31108.92,30365.05,0.0,2.25,2015,3,30435.29,29645.725,2.253643580366238
2015-03-09,31195.93,31049.37,31552.95,31049.37,0.0,0.47,2015,3,30599.62857142857,29692.950333333334,0.47202245971496026
2015-03-10,31355.28,31190.45,31450.64,31190.45,0.0,0.51,2015,3,30778.41,29742.824333333334,0.5108038131897308
2015-03-11,30869.17,31355.28,31401.75,30804.53,0.0,-1.55,2015,3,30864.408571428572,29774.874666666667,-1.5503290036000372
2015-03-12,30973.8,30869.17,31002.66,30802.54,0.0,0.34,2015,3,30917.647142857142,29819.255333333334,0.33894659299229524
2015-03-13,30719.36,30973.8,31027.63,30712.13,0.0,-0.82,2015,3,30932.565714285713,29857.831666666665,-0.8214684668978234
2015-03-16,29929.56,30719.36,30719.9,29922.25,0.0,-2.57,2015,3,30870.352857142858,29859.407666666666,-2.57101710452301
2015-03-17,29553.69,29929.56,29949.44,29436.82,0.0,-1.26,2015,3,30656.684285714287,29843.918999999998,-1.2558487328246826
2015-03-18,29434.46,29561.23,29561.23,29241.93,0.0,-0.4,2015,3,30405.045714285716,29804.468999999997,-0.4034352393897378
2015-03-19,29243.91,29413.2,29448.15,29188.88,0.0,-0.65,2015,3,30103.42142857143,29772.567,-0.6473704630558852
2015-03-20,29334.23,29243.91,29336.15,29178.86,0.0,0.31,2015,3,29884.144285714283,29750.871999999996,0.3088506290711557
2015-03-23,29505.47,29334.23,29515.39,29277.47,0.0,0.58,2015,3,29674.382857142857,29755.702666666668,0.5837548829473294
2015-03-24,29584.0,29505.47,29639.57,29374.1,0.0,0.27,2015,3,29512.188571428567,29770.979666666666,0.2661540385562322
2015-03-25,29889.91,29584.0,29926.16,29564.89,0.0,1.03,2015,3,29506.524285714284,29809.93433333333,1.0340386695511183
2015-03-26,30073.1,29889.84,30076.25,29889.84,0.0,0.61,2015,3,29580.725714285712,29881.77433333333,0.6128824074746353
2015-03-27,30562.93,30073.1,30577.3,30050.9,0.0,1.63,2015,3,29741.93571428571,29981.030000000002,1.628797829289308
2015-03-30,31090.81,30570.39,31090.81,30568.03,0.0,1.73,2015,3,30005.778571428567,30093.10266666667,1.7271904231695112
2015-03-31,31753.15,31090.81,31753.15,31082.23,0.0,2.13,2015,3,30351.338571428576,30203.121,2.130340123013852
2015-04-01,34392.56,31753.15,34423.74,31753.15,0.0,8.31,2015,4,31049.49428571429,30376.953666666665,8.312277679537283
2015-04-02,35728.12,34380.14,35843.39,34380.14,0.0,3.88,2015,4,31927.225714285716,30591.823,3.8832817330259894
2015-04-07,34941.79,35728.12,35729.2,34832.62,0.0,-2.2,2015,4,32648.92285714286,30777.085000000003,-2.2008714704272236
2015-04-08,34175.24,34941.79,34941.79,33990.33,0.0,-2.19,2015,4,33234.94285714286,30923.155333333336,-2.1937914457158647
2015-04-09,34520.14,34175.24,34664.99,33994.45,0.0,1.01,2015,4,33800.258571428574,31068.973333333335,1.00921017672444
2015-04-10,34930.02,34520.14,34967.61,34590.36,0.0,1.19,2015,4,34348.717142857146,31226.788666666664,1.1873648252874958
2015-04-13,35191.56,34930.02,35191.56,34715.4,0.0,0.75,2015,4,34839.91857142857,31398.322,0.74875422344447
2015-04-14,35043.44,35190.23,35539.03,34989.44,0.0,-0.42,2015,4,34932.90142857143,31562.976333333332,-0.4208963740169436
2015-04-15,34965.88,35042.33,35084.52,34947.29,0.0,-0.22,2015,4,34824.009999999995,31719.599666666665,-0.22132530368024206
2015-04-16,34832.62,34965.88,35194.66,34792.32,0.0,-0.38,2015,4,34808.41428571428,31860.64933333333,-0.3811143892274216
2015-04-17,35005.42,34832.62,35056.99,34762.42,0.0,0.5,2015,4,34927.01142857143,32006.999,0.4960867141202474
2015-04-20,34730.95,35005.42,35073.89,34719.68,0.0,-0.78,2015,4,34957.12714285714,32152.529,-0.7840785798313599
2015-04-21,34510.81,34721.61,34764.27,34354.6,0.0,-0.63,2015,4,34897.24,32267.910333333337,-0.6338438770030708
2015-04-22,34529.46,34507.85,34570.8,34411.48,0.0,0.05,2015,4,34802.654285714285,32379.028,0.05404103815587202
2015-04-23,34494.36,34529.46,34591.73,34429.71,0.0,-0.1,2015,4,34724.21428571428,32483.663999999997,-0.10165232818584169
2015-04-24,34485.72,34493.37,34493.37,34335.25,0.0,-0.03,2015,4,34655.62,32604.21566666667,-0.025047572994540968
2015-04-27,34317.72,34485.72,34505.72,34297.12,0.0,-0.49,2015,4,34582.06285714285,32715.679666666667,-0.487158162856971
2015-04-28,34129.88,34317.72,34319.48,34086.54,0.0,-0.55,2015,4,34456.985714285714,32829.363666666664,-0.5473557101112858
2015-04-29,34050.92,34129.88,34226.8,34013.24,0.0,-0.23,2015,4,34359.83857142857,32966.74233333333,-0.23135153126819796
2015-04-30,34708.11,34051.27,34732.54,34034.02,0.0,1.93,2015,4,34388.02428571429,33138.556333333334,1.9300212740213762
2015-05-04,34649.28,34708.11,34956.96,34509.36,0.0,-0.17,2015,5,34405.14142857143,33312.38366666667,-0.1694992899354153
